ClientID,Lat,Lon,ProductType,Kg
7197434232,4.60490936,-74.1837439,Chilled,12
7197434232,4.60490936,-74.1837439,Dry,19
7197434232,4.60490936,-74.1837439,Frozen,16
7197434689,4.761622615,-74.1679045,Chilled,8
7197434746,4.70113896,-74.04935071,Chilled,6
7197442277,4.820031,-74.036619,Chilled,3
7197444802,4.62676356,-74.12226561,Chilled,11
7197444850,4.63146494,-74.15515915,Dry,6
7197473272,4.899765,-74.03660399,Dry,2
7197473272,4.899765,-74.03660399,Chilled,5
7197473483,4.7498147,-74.0759872,Chilled,6
7197475249,4.495,-74.0823,Dry,2
7197477804,4.66630802,-74.05558452,Chilled,3
7197482987,4.69062088,-74.05320971,Chilled,3
7197497134,4.8542652,-74.06529619,Chilled,8
7197497134,4.8542652,-74.06529619,Dry,54
7197502498,4.69641404,-74.04410098,Dry,2505
7197504790,4.61631061,-74.10472989,Dry,2
7197504790,4.61631061,-74.10472989,Chilled,6
7197507628,4.74855046,-74.04373709,Chilled,529
7197507628,4.74855046,-74.04373709,Dry,45
7197509219,4.73777751,-74.08573726,Frozen,6
7197514563,4.80965279,-74.09993418,Dry,5
7197521833,4.57156289,-74.10889311,Chilled,11
7197521833,4.57156289,-74.10889311,Dry,18
7197525642,4.69808741,-74.05504631,Chilled,70
7197526460,4.62691304,-74.06473299,Dry,31
7197526460,4.62691304,-74.06473299,Chilled,15
7197527348,4.704961,-74.04359999,Chilled,39
7197527348,4.704961,-74.04359999,Dry,29
7197527348,4.704961,-74.04359999,Frozen,2
7197531778,4.65527836,-74.05734558,Chilled,11
7197531778,4.65527836,-74.05734558,Dry,9
7197531891,4.865564381,-74.03957068,Dry,40
7197533161,4.76719899,-74.184166,Dry,162
7197533592,4.67570288,-74.05538859,Dry,109
7197533592,4.67570288,-74.05538859,Chilled,27
7197534082,4.599656049,-74.07576874,Dry,40
7197536410,4.677144636,-74.11724156,Dry,39
7197542282,4.62369588,-74.15347606,Dry,1
7197542282,4.62369588,-74.15347606,Frozen,21
7197543789,4.60445011,-74.08450983,Chilled,30
7197543789,4.60445011,-74.08450983,Dry,13
7197545509,4.4973,-74.0916,Dry,22
7197547502,4.66463297,-74.07850454,Chilled,5
7197547502,4.66463297,-74.07850454,Dry,7
7197547502,4.66463297,-74.07850454,Frozen,3
7197548581,4.72385428,-74.11320004,Chilled,3
7197548685,4.697067,-74.203559,Dry,13
7197548866,4.61547458,-74.14781968,Chilled,20
7197548866,4.61547458,-74.14781968,Dry,25
7197549279,4.66943935,-74.05347839,Chilled,160
7197549585,4.64677536,-74.05994349,Chilled,165
7197549625,4.73787969,-74.09514843,Chilled,800
7197549711,4.6908476,-74.1486733,Chilled,165
7197550069,4.6914493,-74.06214159,Chilled,21
7197550201,4.5997337,-74.07326679,Dry,100
7197550303,4.69309831,-74.1564796,Dry,22
7197550372,4.68725937,-74.1260318,Dry,47
7197550459,4.6695927,-74.0535296,Chilled,31
7197550459,4.6695927,-74.0535296,Dry,29
7197550670,4.6681838,-74.05263939,Frozen,3
7197550670,4.6681838,-74.05263939,Dry,11
7197550670,4.6681838,-74.05263939,Chilled,2
7197550898,4.57631793,-74.11837679,Chilled,7
7197550898,4.57631793,-74.11837679,Dry,10
7197551111,4.67367527,-74.12038188,Dry,5
7197551156,4.7633463,-74.0462321,Chilled,23
7197551156,4.7633463,-74.0462321,Dry,22
7197551257,4.71176468,-74.05494216,Chilled,5
7197551257,4.71176468,-74.05494216,Dry,51
7197553384,4.73693303,-74.02694086,Dry,8
7197553384,4.73693303,-74.02694086,Chilled,4
7197553592,4.679739623,-74.08546475,Chilled,10
7197553592,4.679739623,-74.08546475,Dry,4
7197553613,4.66926487,-74.06389095,Chilled,107
7197553613,4.66926487,-74.06389095,Dry,66
7197553854,4.67970034,-74.08288423,Chilled,4
7197553854,4.67970034,-74.08288423,Dry,24
7197553952,4.66443545,-74.05269527,Chilled,18
7197554424,4.60982306,-74.13652335,Chilled,71
7197554424,4.60982306,-74.13652335,Dry,4
7197555008,4.63242228,-74.11628296,Chilled,8
7197555008,4.63242228,-74.11628296,Dry,140
7197555008,4.63242228,-74.11628296,Frozen,5
7197555020,4.6432292,-74.07500999,Dry,15
7197555090,4.66544089,-74.05390293,Dry,144
7197555237,4.6905863,-74.06545933,Dry,2
7197555239,4.62691334,-74.06473241,Dry,2
7197555239,4.62691334,-74.06473241,Chilled,14
7197555338,4.6765877,-74.05025993,Frozen,12
7197555485,4.7723973,-74.04457099,Chilled,13
7197555485,4.7723973,-74.04457099,Dry,6
7197555751,4.63285157,-74.15690395,Chilled,78
7197555751,4.63285157,-74.15690395,Dry,27
7197556585,4.7723973,-74.04457099,Frozen,38
7197556626,4.5988429,-74.07264019,Dry,1
7197556764,4.592886,-74.12427599,Frozen,3
7197556920,4.63642406,-74.18928657,Dry,37
7197556920,4.63642406,-74.18928657,Chilled,83
7197557179,4.733161,-74.256133,Dry,33
7197557389,4.687447974,-74.08252678,Chilled,4
7197557575,4.65529235,-74.10904855,Chilled,2
7197557610,4.69569707,-74.05694998,Chilled,5
7197557661,4.71782978,-74.04409777,Dry,300
7197557736,4.562947,-74.238684,Frozen,21
7197557746,4.60030296,-74.06913536,Dry,300
7197557846,4.895724,-74.058131,Dry,25
7197557846,4.895724,-74.058131,Chilled,2
7197557861,4.66630802,-74.05558452,Chilled,3
7197557861,4.66630802,-74.05558452,Dry,16
7197557926,4.70259454,-74.02883838,Dry,10
7197557977,4.65461644,-74.05945965,Dry,40
7197558071,4.68395913,-74.11410807,Chilled,169
7197558071,4.68395913,-74.11410807,Dry,80
7197558163,4.6803885,-74.05426105,Chilled,90
7197558163,4.6803885,-74.05426105,Dry,44
7197558218,4.6451521,-74.09977693,Dry,8
7197558242,4.66724972,-74.05467359,Chilled,13
7197558329,4.67190972,-74.07325828,Dry,55
7197558444,4.619005311,-74.13530361,Chilled,4
7197558466,4.592353676,-74.12463702,Chilled,26
7197558587,4.67885782,-74.12734186,Chilled,11
7197558587,4.67885782,-74.12734186,Dry,33
7197558599,4.607901156,-74.19088322,Dry,29
7197558599,4.607901156,-74.19088322,Chilled,146
7197558654,4.68529314,-74.12465883,Chilled,2
7197558654,4.68529314,-74.12465883,Dry,40
7197558671,4.58549844,-74.08917089,Chilled,16
7197558701,4.67032525,-74.07728743,Chilled,57
7197558704,4.64206537,-74.11222403,Frozen,4
7197558748,4.78008449,-74.05306538,Chilled,2
7197558748,4.78008449,-74.05306538,Dry,40
7197558760,4.68623837,-74.13353476,Chilled,72
7197558760,4.68623837,-74.13353476,Dry,116
7197558794,4.64702498,-74.10241505,Chilled,79
7197558815,4.818,-74.1326,Dry,44
7197558819,4.62904778,-74.06313168,Dry,10
7197558841,4.66368288,-74.11755356,Chilled,18
7197558862,4.60599255,-74.07667989,Chilled,5
7197558954,4.899764,-74.038798,Dry,330
7197558989,4.66750419,-74.1066912,Dry,78
7197558989,4.66750419,-74.1066912,Frozen,5
7197559038,4.60125737,-74.07472589,Chilled,5
7197559210,4.68405801,-74.0869057,Dry,5
7197559210,4.68405801,-74.0869057,Frozen,25
7197559210,4.68405801,-74.0869057,Chilled,18
7197559254,4.66896325,-74.0532249,Chilled,25
7197559254,4.66896325,-74.0532249,Dry,71
7197559254,4.66896325,-74.0532249,Frozen,5
7197559397,4.68909504,-74.13116219,Frozen,9
7197559398,4.67189019,-74.0535385,Chilled,3
7197559398,4.67189019,-74.0535385,Frozen,5
7197559414,4.629176214,-74.159303,Dry,19
7197559449,4.67276465,-74.05036902,Chilled,86
7197559490,4.67222,-74.05123,Dry,5
7197559508,4.86860769,-74.04243347,Frozen,10
7197559531,4.69740901,-74.04997177,Dry,10
7197559540,4.61559278,-74.08484888,Dry,10
7197559555,4.68648658,-74.07545807,Chilled,29
7197559672,4.68820134,-74.06458942,Chilled,75
