ClientID,Lat,Lon,Kg,ProductType
10000001,37.0,52.0,4,Chilled
10000001,37.0,52.0,5,Dry
10000002,49.0,49.0,12,Chilled
10000002,49.0,49.0,20,Dry
10000003,52.0,64.0,8,Chilled
10000003,52.0,64.0,10,Dry
10000004,20.0,26.0,9,Dry
10000005,40.0,30.0,21,Dry
10000006,21.0,47.0,5,Chilled
10000006,21.0,47.0,12,Dry
10000007,17.0,63.0,5,Chilled
10000007,17.0,63.0,16,Dry
10000008,31.0,62.0,16,Dry
10000008,31.0,62.0,6,Chilled
10000008,31.0,62.0,3,Frozen
10000009,52.0,33.0,5,Chilled
10000009,52.0,33.0,8,Dry
10000010,51.0,21.0,4,Dry
10000010,51.0,21.0,0,Frozen
10000011,42.0,41.0,15,Dry
10000011,42.0,41.0,7,Chilled
10000011,42.0,41.0,0,Frozen
10000012,31.0,32.0,29,Dry
10000013,5.0,25.0,17,Dry
10000013,5.0,25.0,5,Chilled
10000013,5.0,25.0,3,Frozen
10000014,12.0,42.0,16,Dry
10000014,12.0,42.0,5,Chilled
10000014,12.0,42.0,1,Frozen
10000015,36.0,16.0,10,Dry
10000016,52.0,41.0,5,Chilled
10000016,52.0,41.0,12,Dry
10000017,27.0,23.0,2,Dry
10000017,27.0,23.0,3,Chilled
10000017,27.0,23.0,0,Frozen
10000018,17.0,33.0,41,Dry
10000019,13.0,13.0,6,Dry
10000019,13.0,13.0,5,Chilled
10000019,13.0,13.0,0,Frozen
10000020,57.0,58.0,11,Chilled
10000020,57.0,58.0,19,Dry
10000021,62.0,42.0,6,Dry
10000021,62.0,42.0,4,Chilled
10000021,62.0,42.0,0,Frozen
10000022,42.0,57.0,6,Dry
10000022,42.0,57.0,4,Chilled
10000022,42.0,57.0,0,Frozen
10000023,16.0,57.0,11,Dry
10000023,16.0,57.0,6,Chilled
10000023,16.0,57.0,0,Frozen
10000024,8.0,52.0,5,Chilled
10000024,8.0,52.0,7,Dry
10000025,7.0,38.0,8,Chilled
10000025,7.0,38.0,22,Dry
10000026,27.0,68.0,7,Dry
10000027,30.0,48.0,9,Dry
10000027,30.0,48.0,5,Chilled
10000027,30.0,48.0,2,Frozen
10000028,43.0,67.0,4,Chilled
10000028,43.0,67.0,12,Dry
10000029,58.0,48.0,4,Chilled
10000029,58.0,48.0,4,Dry
10000030,58.0,27.0,9,Chilled
10000030,58.0,27.0,12,Dry
10000031,37.0,69.0,11,Dry
10000032,38.0,46.0,12,Dry
10000033,46.0,10.0,15,Dry
10000033,46.0,10.0,7,Chilled
10000033,46.0,10.0,3,Frozen
10000034,61.0,33.0,26,Dry
10000035,62.0,63.0,17,Dry
10000036,63.0,69.0,4,Dry
10000036,63.0,69.0,4,Chilled
10000036,63.0,69.0,0,Frozen
10000037,32.0,22.0,9,Dry
10000038,45.0,35.0,11,Dry
10000038,45.0,35.0,3,Frozen
10000039,59.0,15.0,10,Dry
10000039,59.0,15.0,4,Chilled
10000039,59.0,15.0,1,Frozen
10000040,5.0,6.0,4,Dry
10000040,5.0,6.0,4,Chilled
10000040,5.0,6.0,1,Frozen
10000041,10.0,17.0,8,Chilled
10000041,10.0,17.0,21,Dry
10000042,21.0,10.0,13,Dry
10000043,5.0,64.0,7,Dry
10000043,5.0,64.0,5,Chilled
10000043,5.0,64.0,0,Frozen
10000044,30.0,15.0,16,Dry
10000045,39.0,10.0,8,Dry
10000045,39.0,10.0,4,Chilled
10000045,39.0,10.0,0,Frozen
10000046,32.0,39.0,5,Dry
10000047,25.0,32.0,11,Chilled
10000047,25.0,32.0,16,Dry
10000048,25.0,55.0,17,Dry
10000049,48.0,28.0,12,Dry
10000049,48.0,28.0,5,Chilled
10000049,48.0,28.0,3,Frozen
10000050,56.0,37.0,7,Dry
10000050,56.0,37.0,4,Chilled
10000050,56.0,37.0,0,Frozen
