ClientID,Lat,Lon,Kg,ProductType
10000001,37.0,52.0,7,Dry
10000002,49.0,49.0,19,Dry
10000002,49.0,49.0,9,Chilled
10000002,49.0,49.0,2,Frozen
10000003,52.0,64.0,16,Dry
10000004,20.0,26.0,4,Chilled
10000004,20.0,26.0,6,Dry
10000005,40.0,30.0,17,Dry
10000005,40.0,30.0,5,Chilled
10000005,40.0,30.0,0,Frozen
10000006,21.0,47.0,15,Dry
10000007,17.0,63.0,4,Chilled
10000007,17.0,63.0,16,Dry
10000008,31.0,62.0,19,Dry
10000008,31.0,62.0,6,Chilled
10000008,31.0,62.0,-1,Frozen
10000009,52.0,33.0,11,Dry
10000010,51.0,21.0,3,Dry
10000010,51.0,21.0,2,Chilled
10000010,51.0,21.0,0,Frozen
10000011,42.0,41.0,14,Dry
10000011,42.0,41.0,6,Chilled
10000011,42.0,41.0,0,Frozen
10000012,31.0,32.0,29,Dry
10000013,5.0,25.0,23,Dry
10000014,12.0,42.0,21,Dry
10000015,36.0,16.0,10,Dry
10000016,52.0,41.0,10,Dry
10000016,52.0,41.0,5,Chilled
10000016,52.0,41.0,0,Frozen
10000017,27.0,23.0,2,Chilled
10000017,27.0,23.0,2,Dry
10000018,17.0,33.0,33,Dry
10000018,17.0,33.0,9,Chilled
10000018,17.0,33.0,0,Frozen
10000019,13.0,13.0,5,Chilled
10000019,13.0,13.0,5,Dry
10000020,57.0,58.0,18,Dry
10000020,57.0,58.0,4,Chilled
10000020,57.0,58.0,6,Frozen
10000021,62.0,42.0,3,Chilled
10000021,62.0,42.0,6,Dry
10000022,42.0,57.0,6,Dry
10000022,42.0,57.0,2,Chilled
10000022,42.0,57.0,0,Frozen
10000023,16.0,57.0,4,Chilled
10000023,16.0,57.0,13,Dry
10000024,8.0,52.0,7,Dry
10000024,8.0,52.0,4,Chilled
10000024,8.0,52.0,0,Frozen
10000025,7.0,38.0,10,Chilled
10000025,7.0,38.0,19,Dry
10000026,27.0,68.0,5,Dry
10000026,27.0,68.0,3,Chilled
10000026,27.0,68.0,0,Frozen
10000027,30.0,48.0,12,Dry
