ClientID,Lat,Lon,Kg,ProductType
10014619,4.619933016969044,-74.15004038643278,5,Chilled
10014619,4.619933016969044,-74.15004038643278,24,Dry
10035205,4.66004473508793,-74.06997585227006,11,Chilled
10035205,4.66004473508793,-74.06997585227006,19,Dry
10045363,4.599968405019383,-74.07999190258923,1,Chilled
10045363,4.599968405019383,-74.07999190258923,8,Dry
10058482,4.799909831850563,-74.03999016152389,5,Chilled
10058482,4.799909831850563,-74.03999016152389,5,Dry
10058482,4.799909831850563,-74.03999016152389,2,Frozen
10058483,4.720012633145652,-74.04004844435254,3,Chilled
10058483,4.720012633145652,-74.04004844435254,3,Dry
10058483,4.720012633145652,-74.04004844435254,0,Frozen
10058497,4.680028813122011,-74.04998672971287,4,Chilled
10058497,4.680028813122011,-74.04998672971287,4,Dry
10058497,4.680028813122011,-74.04998672971287,0,Frozen
10058509,4.820027559977366,-74.04001986886823,18,Chilled
10058509,4.820027559977366,-74.04001986886823,13,Dry
10058509,4.820027559977366,-74.04001986886823,0,Frozen
10058549,4.819902801154454,-74.04009538274383,26,Chilled
10058549,4.819902801154454,-74.04009538274383,29,Dry
10058549,4.819902801154454,-74.04009538274383,0,Frozen
10058571,4.669916755311207,-74.05003164210017,2,Chilled
10058571,4.669916755311207,-74.05003164210017,13,Dry
10058573,4.659922531318882,-74.06009757507765,2,Chilled
10058573,4.659922531318882,-74.06009757507765,3,Dry
10058667,4.629951467304933,-74.10999303427637,1,Chilled
10058667,4.629951467304933,-74.10999303427637,8,Dry
10058667,4.629951467304933,-74.10999303427637,0,Frozen
10058678,4.720092241288914,-74.07008756617167,3,Chilled
10058678,4.720092241288914,-74.07008756617167,6,Dry
10058800,4.670012386092623,-74.0500592905403,10,Chilled
10058800,4.670012386092623,-74.0500592905403,16,Dry
10058800,4.670012386092623,-74.0500592905403,0,Frozen
10058808,4.68003387098083,-74.05993331309176,13,Chilled
10058808,4.68003387098083,-74.05993331309176,104,Dry
10058810,4.670013600251491,-74.04999893773906,1,Chilled
10058810,4.670013600251491,-74.04999893773906,9,Dry
10058810,4.670013600251491,-74.04999893773906,1,Frozen
10058813,4.699963265293517,-74.08996478537537,4,Chilled
10058813,4.699963265293517,-74.08996478537537,3,Dry
10058813,4.699963265293517,-74.08996478537537,0,Frozen
10058825,4.6999576622775,-74.24002966320583,14,Chilled
10058825,4.6999576622775,-74.24002966320583,6,Dry
10058825,4.6999576622775,-74.24002966320583,1,Frozen
10058884,4.639952963316752,-74.07008060939059,8,Chilled
10058884,4.639952963316752,-74.07008060939059,12,Dry
10058884,4.639952963316752,-74.07008060939059,1,Frozen
10058961,4.650053924334371,-74.03997668349507,8,Chilled
10058961,4.650053924334371,-74.03997668349507,42,Dry
10058961,4.650053924334371,-74.03997668349507,0,Frozen
10058965,4.6599738855040576,-74.10996905127676,28,Chilled
10058965,4.6599738855040576,-74.10996905127676,22,Dry
10058966,4.6800967382518595,-74.13994084188593,1,Chilled
10058966,4.6800967382518595,-74.13994084188593,13,Dry
10059774,4.549963010146172,-74.11996098336654,27,Dry
10059785,4.669927783903439,-74.05992616481208,1,Chilled
10059785,4.669927783903439,-74.05992616481208,4,Dry
10059787,4.6199306370566475,-74.14004085294842,1,Chilled
10059787,4.6199306370566475,-74.14004085294842,2,Dry
10059791,4.720012642770593,-74.03000913026885,0,Chilled
10059791,4.720012642770593,-74.03000913026885,0,Dry
10059791,4.720012642770593,-74.03000913026885,0,Frozen
10059796,4.659927987113023,-74.11005497156101,0,Chilled
10059796,4.659927987113023,-74.11005497156101,0,Dry
10059804,4.729921412977244,-74.07991030699878,3,Chilled
10059804,4.729921412977244,-74.07991030699878,12,Dry
10059804,4.729921412977244,-74.07991030699878,1,Frozen
10059805,4.690093532358571,-74.05001564185635,3,Chilled
10059805,4.690093532358571,-74.05001564185635,4,Dry
10059825,4.690067477172353,-74.08001325269751,16,Chilled
10059825,4.690067477172353,-74.08001325269751,1,Dry
10059825,4.690067477172353,-74.08001325269751,0,Frozen
10059826,4.669945450476788,-74.06008938728101,17,Chilled
10059826,4.669945450476788,-74.06008938728101,3,Dry
10059827,4.750053095224544,-74.10002101947897,18,Chilled
10059827,4.750053095224544,-74.10002101947897,4,Dry
10059827,4.750053095224544,-74.10002101947897,0,Frozen
10059837,4.699913005620848,-74.02991457011538,3,Chilled
10059837,4.699913005620848,-74.02991457011538,3,Dry
10059915,4.699930046612893,-74.03000072386178,5,Chilled
10059915,4.699930046612893,-74.03000072386178,4,Dry
10059916,4.650048302214606,-74.04993764935995,3,Chilled
10059916,4.650048302214606,-74.04993764935995,2,Dry
10059924,4.650066784818814,-74.05002347460143,8,Chilled
10059924,4.650066784818814,-74.05002347460143,4,Dry
10059924,4.650066784818814,-74.05002347460143,1,Frozen
10060096,4.600042693713278,-74.08001776880816,0,Chilled
10060096,4.600042693713278,-74.08001776880816,7,Dry
10060096,4.600042693713278,-74.08001776880816,2,Frozen
10060097,4.689982887134755,-74.12008443875783,213,Chilled
10060097,4.689982887134755,-74.12008443875783,307,Dry
10060097,4.689982887134755,-74.12008443875783,0,Frozen
10060106,4.669983668192256,-74.04999845708826,7,Chilled
10060106,4.669983668192256,-74.04999845708826,14,Dry
10060106,4.669983668192256,-74.04999845708826,0,Frozen
10060108,4.620087239158005,-74.15009550617084,1,Frozen
10060112,4.600072862941248,-74.07991781048466,2,Chilled
10060112,4.600072862941248,-74.07991781048466,59,Dry
10060156,4.690011114499916,-74.130040112269,2,Dry
10060209,4.7999939781001375,-74.10003015607305,27,Chilled
10060209,4.7999939781001375,-74.10003015607305,143,Dry
10060209,4.7999939781001375,-74.10003015607305,5,Frozen
10060443,4.629907455053285,-74.13003046521663,164,Chilled
10060443,4.629907455053285,-74.13003046521663,45,Dry
10060554,4.770093279797867,-74.0399850379981,2,Chilled
10060554,4.770093279797867,-74.0399850379981,9,Dry
10060554,4.770093279797867,-74.0399850379981,1,Frozen
10060555,4.610066675788046,-74.07008835786111,0,Dry
10060558,4.800016584799027,-74.0500496011138,14,Chilled
10060558,4.800016584799027,-74.0500496011138,52,Dry
10060558,4.800016584799027,-74.0500496011138,3,Frozen
10060559,4.650032416596899,-74.05990881610694,4,Chilled
10060559,4.650032416596899,-74.05990881610694,26,Dry
10060559,4.650032416596899,-74.05990881610694,5,Frozen
10060607,4.640022214449978,-74.08003379238605,1,Chilled
10060607,4.640022214449978,-74.08003379238605,1,Dry
10060607,4.640022214449978,-74.08003379238605,0,Frozen
10060613,4.700037302900977,-74.07990921013295,25,Chilled
10060613,4.700037302900977,-74.07990921013295,86,Dry
10060614,4.739940295755089,-74.04005167067261,5,Chilled
10060614,4.739940295755089,-74.04005167067261,14,Dry
10060614,4.739940295755089,-74.04005167067261,2,Frozen
10060615,4.7900313556789325,-74.0799829929353,39,Chilled
10060615,4.7900313556789325,-74.0799829929353,17,Dry
