ClientID,Lat,Lon,Kg,ProductType
10000001,45.0,68.0,4,Chilled
10000001,45.0,68.0,8,Dry
10000002,45.0,70.0,6,Chilled
10000002,45.0,70.0,26,Dry
10000003,42.0,66.0,10,Dry
10000004,42.0,68.0,10,Dry
10000005,42.0,65.0,10,Dry
10000006,40.0,69.0,8,Chilled
10000006,40.0,69.0,14,Dry
10000007,40.0,66.0,9,Chilled
10000007,40.0,66.0,13,Dry
10000008,38.0,68.0,20,Dry
10000009,38.0,70.0,8,Dry
10000009,38.0,70.0,1,Frozen
10000010,35.0,66.0,10,Dry
10000011,35.0,69.0,6,Dry
10000011,35.0,69.0,3,Frozen
10000012,25.0,85.0,16,Dry
10000012,25.0,85.0,6,Chilled
10000012,25.0,85.0,0,Frozen
10000013,22.0,75.0,7,Chilled
10000013,22.0,75.0,25,Dry
10000014,22.0,85.0,6,Dry
10000014,22.0,85.0,4,Chilled
10000014,22.0,85.0,1,Frozen
10000015,20.0,80.0,8,Chilled
10000015,20.0,80.0,34,Dry
10000016,20.0,85.0,31,Dry
10000016,20.0,85.0,10,Chilled
10000016,20.0,85.0,0,Frozen
10000017,18.0,75.0,20,Dry
10000018,15.0,75.0,20,Dry
10000019,15.0,80.0,6,Chilled
10000019,15.0,80.0,6,Dry
10000020,30.0,50.0,4,Chilled
10000020,30.0,50.0,8,Dry
10000021,30.0,52.0,6,Chilled
10000021,30.0,52.0,16,Dry
10000022,28.0,52.0,6,Chilled
10000022,28.0,52.0,16,Dry
10000023,28.0,55.0,10,Dry
10000024,25.0,50.0,10,Dry
10000025,25.0,52.0,10,Chilled
10000025,25.0,52.0,32,Dry
10000026,25.0,55.0,6,Dry
10000026,25.0,55.0,5,Chilled
10000026,25.0,55.0,0,Frozen
10000027,23.0,52.0,6,Chilled
10000027,23.0,52.0,6,Dry
10000028,23.0,55.0,16,Dry
10000028,23.0,55.0,7,Chilled
10000028,23.0,55.0,-1,Frozen
10000029,20.0,50.0,4,Chilled
10000029,20.0,50.0,8,Dry
10000030,20.0,55.0,5,Chilled
10000030,20.0,55.0,7,Dry
10000031,10.0,35.0,20,Dry
10000032,10.0,40.0,20,Dry
10000032,10.0,40.0,9,Frozen
10000033,8.0,40.0,40,Dry
10000034,8.0,45.0,20,Dry
10000035,5.0,35.0,10,Dry
10000036,5.0,45.0,4,Chilled
10000036,5.0,45.0,8,Dry
10000037,2.0,40.0,13,Dry
10000037,2.0,40.0,7,Chilled
10000037,2.0,40.0,1,Frozen
10000038,0.0,40.0,22,Dry
10000038,0.0,40.0,7,Chilled
10000038,0.0,40.0,2,Frozen
10000039,0.0,45.0,16,Dry
10000039,0.0,45.0,3,Frozen
10000040,35.0,30.0,5,Chilled
10000040,35.0,30.0,7,Dry
10000041,35.0,32.0,7,Dry
10000041,35.0,32.0,5,Chilled
10000041,35.0,32.0,0,Frozen
10000042,33.0,32.0,20,Dry
10000043,33.0,35.0,7,Dry
10000043,33.0,35.0,4,Chilled
10000043,33.0,35.0,0,Frozen
10000044,32.0,30.0,7,Dry
10000044,32.0,30.0,4,Chilled
10000044,32.0,30.0,0,Frozen
10000045,30.0,30.0,4,Chilled
10000045,30.0,30.0,8,Dry
10000046,30.0,32.0,14,Chilled
10000046,30.0,32.0,18,Dry
10000047,30.0,35.0,7,Dry
10000047,30.0,35.0,4,Chilled
10000047,30.0,35.0,0,Frozen
10000048,28.0,30.0,5,Chilled
10000048,28.0,30.0,7,Dry
10000049,28.0,35.0,6,Chilled
10000049,28.0,35.0,6,Dry
10000050,26.0,32.0,10,Dry
10000051,25.0,30.0,10,Dry
10000052,25.0,35.0,7,Dry
10000052,25.0,35.0,4,Chilled
10000052,25.0,35.0,0,Frozen
10000053,44.0,5.0,15,Dry
10000053,44.0,5.0,5,Chilled
10000053,44.0,5.0,2,Frozen
10000054,42.0,10.0,33,Dry
10000054,42.0,10.0,8,Chilled
10000054,42.0,10.0,0,Frozen
10000055,42.0,15.0,5,Chilled
10000055,42.0,15.0,7,Dry
10000056,40.0,5.0,19,Dry
10000056,40.0,5.0,6,Chilled
10000056,40.0,5.0,6,Frozen
10000057,40.0,15.0,13,Chilled
10000057,40.0,15.0,29,Dry
10000058,38.0,5.0,12,Chilled
10000058,38.0,5.0,20,Dry
10000059,38.0,15.0,4,Chilled
10000059,38.0,15.0,8,Dry
10000060,35.0,5.0,20,Dry
10000061,50.0,30.0,6,Dry
10000061,50.0,30.0,5,Chilled
10000061,50.0,30.0,1,Frozen
10000062,50.0,35.0,20,Dry
10000063,50.0,40.0,50,Dry
10000064,48.0,30.0,4,Chilled
10000064,48.0,30.0,8,Dry
10000065,48.0,40.0,4,Chilled
10000065,48.0,40.0,8,Dry
10000066,47.0,35.0,10,Dry
10000067,47.0,40.0,10,Dry
10000068,45.0,30.0,10,Dry
10000069,45.0,35.0,5,Chilled
10000069,45.0,35.0,7,Dry
10000070,95.0,30.0,10,Chilled
10000070,95.0,30.0,22,Dry
10000071,95.0,35.0,9,Chilled
10000071,95.0,35.0,13,Dry
10000072,53.0,30.0,4,Chilled
10000072,53.0,30.0,8,Dry
10000073,92.0,30.0,10,Dry
10000074,53.0,35.0,50,Dry
10000075,45.0,65.0,6,Chilled
10000075,45.0,65.0,16,Dry
10000076,90.0,35.0,10,Dry
10000077,88.0,30.0,10,Dry
10000078,88.0,35.0,8,Chilled
10000078,88.0,35.0,14,Dry
10000079,87.0,30.0,10,Dry
10000080,85.0,25.0,7,Dry
10000080,85.0,25.0,4,Chilled
10000080,85.0,25.0,0,Frozen
10000081,85.0,35.0,25,Dry
10000081,85.0,35.0,10,Chilled
10000081,85.0,35.0,-2,Frozen
10000082,75.0,55.0,7,Chilled
10000082,75.0,55.0,15,Dry
10000083,72.0,55.0,4,Chilled
10000083,72.0,55.0,8,Dry
10000084,70.0,58.0,5,Chilled
10000084,70.0,58.0,17,Dry
10000085,68.0,60.0,10,Chilled
10000085,68.0,60.0,22,Dry
10000086,66.0,55.0,7,Dry
10000086,66.0,55.0,4,Chilled
10000086,66.0,55.0,0,Frozen
10000087,65.0,55.0,20,Dry
10000088,65.0,60.0,30,Dry
10000089,63.0,58.0,6,Dry
10000089,63.0,58.0,4,Chilled
10000089,63.0,58.0,1,Frozen
10000090,60.0,55.0,7,Dry
10000090,60.0,55.0,4,Chilled
10000090,60.0,55.0,0,Frozen
10000091,60.0,60.0,7,Dry
10000091,60.0,60.0,5,Chilled
10000091,60.0,60.0,0,Frozen
10000092,67.0,85.0,15,Dry
10000092,67.0,85.0,5,Chilled
10000092,67.0,85.0,2,Frozen
10000093,65.0,85.0,28,Dry
10000093,65.0,85.0,10,Chilled
10000093,65.0,85.0,3,Frozen
10000094,65.0,82.0,7,Dry
10000094,65.0,82.0,5,Chilled
10000094,65.0,82.0,0,Frozen
10000095,62.0,80.0,9,Chilled
10000095,62.0,80.0,23,Dry
10000096,60.0,80.0,4,Chilled
10000096,60.0,80.0,8,Dry
10000097,60.0,85.0,7,Chilled
10000097,60.0,85.0,25,Dry
10000098,58.0,75.0,10,Chilled
10000098,58.0,75.0,12,Dry
10000099,55.0,80.0,10,Dry
10000100,55.0,85.0,9,Chilled
10000100,55.0,85.0,13,Dry
