ClientID,Lat,Lon,Kg,ProductType
10000001,25.0,1.0,25,Dry
10000002,25.0,3.0,4,Dry
10000002,25.0,3.0,3,Chilled
10000002,25.0,3.0,1,Frozen
10000003,31.0,5.0,9,Dry
10000003,31.0,5.0,4,Chilled
10000003,31.0,5.0,1,Frozen
10000004,32.0,5.0,4,Chilled
10000004,32.0,5.0,3,Dry
10000005,31.0,7.0,3,Chilled
10000005,31.0,7.0,12,Dry
10000006,32.0,9.0,5,Dry
10000007,34.0,9.0,7,Dry
10000007,34.0,9.0,3,Chilled
10000007,34.0,9.0,1,Frozen
10000008,46.0,9.0,4,Chilled
10000008,46.0,9.0,16,Dry
10000009,35.0,7.0,2,Chilled
10000009,35.0,7.0,4,Dry
10000010,34.0,6.0,5,Chilled
10000010,34.0,6.0,11,Dry
10000011,35.0,5.0,7,Chilled
10000011,35.0,5.0,9,Dry
10000012,47.0,6.0,6,Chilled
10000012,47.0,6.0,12,Dry
10000013,40.0,5.0,9,Dry
10000013,40.0,5.0,4,Chilled
10000013,40.0,5.0,0,Frozen
10000014,39.0,3.0,12,Dry
10000015,36.0,3.0,18,Dry
10000016,73.0,6.0,6,Chilled
10000016,73.0,6.0,8,Dry
10000017,73.0,8.0,12,Dry
10000017,73.0,8.0,5,Chilled
10000017,73.0,8.0,2,Frozen
10000018,24.0,36.0,9,Dry
10000018,24.0,36.0,4,Chilled
10000018,24.0,36.0,0,Frozen
10000019,76.0,6.0,12,Dry
10000019,76.0,6.0,4,Chilled
10000019,76.0,6.0,1,Frozen
10000020,76.0,10.0,3,Chilled
10000020,76.0,10.0,2,Dry
10000021,76.0,13.0,4,Chilled
10000021,76.0,13.0,4,Dry
10000022,78.0,3.0,9,Dry
10000022,78.0,3.0,4,Chilled
10000022,78.0,3.0,0,Frozen
10000023,78.0,9.0,13,Dry
10000024,79.0,3.0,5,Dry
10000024,79.0,3.0,3,Chilled
10000024,79.0,3.0,0,Frozen
10000025,79.0,5.0,16,Dry
10000026,79.0,11.0,15,Dry
10000027,82.0,3.0,3,Dry
10000027,82.0,3.0,2,Frozen
10000028,82.0,7.0,3,Dry
10000028,82.0,7.0,1,Frozen
10000029,90.0,15.0,3,Chilled
10000029,90.0,15.0,7,Dry
10000030,84.0,3.0,3,Chilled
10000030,84.0,3.0,9,Dry
10000031,84.0,5.0,8,Dry
10000031,84.0,5.0,3,Chilled
10000031,84.0,5.0,0,Frozen
10000032,84.0,9.0,2,Chilled
10000032,84.0,9.0,2,Dry
10000033,85.0,1.0,7,Dry
10000034,87.0,5.0,1,Dry
10000034,87.0,5.0,2,Chilled
10000034,87.0,5.0,0,Frozen
10000035,85.0,8.0,4,Dry
10000036,87.0,7.0,4,Dry
10000037,86.0,41.0,14,Dry
10000037,86.0,41.0,4,Chilled
10000037,86.0,41.0,0,Frozen
10000038,86.0,44.0,5,Chilled
10000038,86.0,44.0,10,Dry
10000039,86.0,46.0,8,Dry
10000039,86.0,46.0,4,Chilled
10000039,86.0,46.0,1,Frozen
10000040,85.0,55.0,12,Dry
10000040,85.0,55.0,4,Frozen
10000041,89.0,43.0,14,Dry
10000041,89.0,43.0,6,Chilled
10000041,89.0,43.0,1,Frozen
10000042,89.0,46.0,3,Chilled
10000042,89.0,46.0,12,Dry
10000043,89.0,52.0,6,Chilled
10000043,89.0,52.0,11,Dry
10000044,92.0,42.0,10,Dry
10000045,92.0,52.0,5,Dry
10000045,92.0,52.0,3,Chilled
10000045,92.0,52.0,1,Frozen
10000046,94.0,42.0,6,Chilled
10000046,94.0,42.0,6,Dry
10000047,94.0,44.0,3,Chilled
10000047,94.0,44.0,5,Dry
10000048,94.0,48.0,9,Dry
10000048,94.0,48.0,3,Chilled
10000048,94.0,48.0,1,Frozen
10000049,96.0,42.0,3,Dry
10000049,96.0,42.0,2,Chilled
10000049,96.0,42.0,0,Frozen
10000050,99.0,46.0,2,Chilled
10000050,99.0,46.0,3,Dry
10000051,99.0,50.0,21,Dry
10000052,83.0,80.0,4,Chilled
10000052,83.0,80.0,10,Dry
10000053,83.0,83.0,5,Chilled
10000053,83.0,83.0,7,Dry
10000054,85.0,81.0,12,Dry
10000055,85.0,85.0,14,Dry
10000056,85.0,89.0,10,Dry
10000057,87.0,80.0,8,Dry
10000058,87.0,86.0,4,Chilled
10000058,87.0,86.0,13,Dry
10000059,90.0,77.0,19,Dry
10000060,90.0,88.0,3,Chilled
10000060,90.0,88.0,3,Dry
10000061,93.0,82.0,12,Dry
10000061,93.0,82.0,6,Chilled
10000061,93.0,82.0,0,Frozen
10000062,93.0,84.0,5,Dry
10000062,93.0,84.0,2,Chilled
10000062,93.0,84.0,0,Frozen
10000063,93.0,89.0,8,Chilled
10000063,93.0,89.0,9,Dry
10000064,94.0,86.0,9,Dry
10000064,94.0,86.0,4,Chilled
10000064,94.0,86.0,2,Frozen
10000065,95.0,80.0,6,Chilled
10000065,95.0,80.0,12,Dry
10000066,99.0,89.0,8,Dry
10000066,99.0,89.0,5,Chilled
10000066,99.0,89.0,1,Frozen
